"ID","RA_ICRS","DE_ICRS","plx","pmRA","pmDE","UCC_ID","N_50","r_50","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","C1","C2","C3"
"CWNU 2824",251.09137,-45.09584,0.319,-1.761,-3.027,"UCC G339.8+00.4",0,2.4,251.107,-45.092,0.324,-1.757,-3.024,-32.003,3,0.4,0.6,"CB"
"HSC 2821",248.06982,-43.14129,1.366,-0.457,-5.086,"UCC G339.8+03.3",0,11.7,248.075,-43.211,1.338,-0.439,-5.119,3.652,9,0.74,0.34,"BC"
"HSC 2823",278.13375,-55.32203,0.223,0.16,-3.786,"UCC G339.9-19.4",0,3.7,278.115,-55.324,0.264,0.189,-3.964,-9.679,3,0.14,0.27,"DC"
"ESO 389 05;MWSC 2339",239.45727,-36.205,"nan","nan","nan","UCC G339.9+12.9",0,3.1,239.477,-36.203,0.23,-4.624,-3.869,"nan",0,0.25,0.26,"CC"
"CWNU 2672",251.58365,-45.19305,0.28,-1.905,-3.154,"UCC G339.9+00.1",81,3.4,251.587,-45.182,0.271,-1.89,-3.147,-50.367,7,1.0,0.86,"AA"
"VVV 86;VVV-CL 086",252.05845,-45.43362,"nan","nan","nan","UCC G340.0-00.2",6,3.7,252.008,-45.375,0.323,-2.166,-3.51,-41.578,4,0.61,0.44,"BC"
"CWNU 351",245.2535,-40.8323,0.911,-2.82,-3.372,"UCC G340.0+06.4",28,9.3,245.248,-40.846,0.899,-2.801,-3.441,-15.377,1,0.9,0.85,"AA"
"OC 0667",245.27145,-40.81954,0.924,-2.819,-3.321,"UCC G340.0+06.4a",68,6.6,245.256,-40.838,0.908,-2.828,-3.389,-15.377,5,0.99,1.0,"AA"
"DBSB 174",252.045,-45.35,"nan","nan","nan","UCC G340.0-00.2a",110,6.4,251.998,-45.328,0.364,-2.351,-4.103,8.119,6,0.16,0.54,"DB"
"LISC 3483",245.282,-40.793,0.924,-2.877,-3.312,"UCC G340.0+06.4b",32,3.9,245.252,-40.833,0.921,-2.846,-3.387,-15.377,5,0.78,0.88,"AA"
"Melotte 169;IC 4651;Collinder 327;OCL 987;VDBH 224;vdBergh-Hagen 224;ESO 228 02;FSR 1738;MWSC 2590",261.212,-49.917,1.056,-2.41,-5.064,"UCC G340.1-07.9",775,12.3,261.208,-49.918,1.064,-2.45,-5.059,-29.859,359,1.0,1.0,"AA"
"FSR 1737;MWSC 2379",244.59343,-40.22986,"nan","nan","nan","UCC G340.1+07.2",13,5.0,244.579,-40.233,0.237,-3.533,-4.12,-9.092,2,0.3,0.37,"CC"
"CWNU 1213",261.2301,-49.8965,0.876,-2.291,-5.06,"UCC G340.1-07.9a",206,9.0,261.128,-49.929,1.07,-2.613,-5.102,-30.735,112,1.0,0.94,"AA"
"CWNU 2586",251.425,-44.78456,0.234,-2.415,-4.285,"UCC G340.2+00.4",22,2.5,251.425,-44.78,0.23,-2.413,-4.27,108.523,1,0.95,0.75,"AA"
"CWNU 2550",251.48554,-44.79896,0.382,-0.574,-2.252,"UCC G340.2+00.4a",25,5.6,251.434,-44.819,0.374,-0.532,-2.236,-51.582,2,0.61,0.68,"BB"
"FSR 1739",255.817,-47.152,"nan","nan","nan","UCC G340.2-03.3",32,7.1,255.801,-47.141,0.16,-3.588,-5.012,-90.135,2,0.43,0.47,"CC"
"UBC 1558",252.74296,-45.41224,0.387,-1.319,-2.506,"UCC G340.3-00.6",64,9.4,252.759,-45.41,0.387,-1.321,-2.496,-26.563,9,0.54,0.93,"BA"
"ESO 277 04",250.1,-43.74,"nan","nan","nan","UCC G340.3+01.8",0,2.0,250.097,-43.741,0.016,-3.619,-4.243,"nan",0,0.24,0.34,"DC"
"HSC 2824",255.20616,-46.68218,0.823,1.4,-3.854,"UCC G340.4-02.7",50,22.6,255.231,-46.801,0.825,1.462,-3.821,74.902,2,0.89,0.61,"AB"
"UBC 320",251.403,-44.448,0.322,-0.651,-0.987,"UCC G340.4+00.7",135,4.1,251.403,-44.446,0.354,-0.673,-1.014,-47.051,4,1.0,1.0,"AA"
"Teutsch 254;Teutsch J1645.6-4426",251.41187,-44.44288,0.348,-0.673,-1.063,"UCC G340.4+00.7a",237,4.3,251.404,-44.44,0.353,-0.669,-1.018,-46.84,7,1.0,0.8,"AA"
"CWWDL 2283",251.4114,-44.4421,0.344,-0.707,-1.009,"UCC G340.4+00.7b",262,4.8,251.404,-44.444,0.354,-0.669,-1.019,-46.794,9,1.0,0.79,"AA"
"Teutsch J1645.8-4423",251.46689,-44.38226,"nan","nan","nan","UCC G340.5+00.7",0,1.9,251.466,-44.391,0.325,-2.604,-3.284,-137.968,1,0.76,0.4,"AC"
"FoF 436",251.0479,-44.1164,0.254,-2.434,-3.861,"UCC G340.5+01.1",68,3.0,251.035,-44.131,0.262,-2.559,-4.049,-54.712,10,0.86,0.9,"AA"
"OC 0668",251.04264,-44.10904,0.314,-2.497,-3.973,"UCC G340.5+01.1a",142,3.4,251.042,-44.13,0.287,-2.517,-4.024,-54.343,19,1.0,0.96,"AA"
"OC 0669",252.63528,-45.0684,0.406,-2.625,-4.152,"UCC G340.5-00.3",179,6.0,252.65,-45.07,0.391,-2.585,-4.141,-27.737,10,0.83,0.81,"AA"
"UBC 550",252.65,-45.07,0.37,-2.564,-4.136,"UCC G340.5-00.3a",70,5.9,252.661,-45.074,0.396,-2.58,-4.157,-31.881,6,0.79,1.0,"AA"
"CWWDL 2285",251.9049,-44.5411,0.413,-1.623,-3.16,"UCC G340.6+00.3",96,3.6,251.891,-44.528,0.408,-1.66,-3.199,-20.317,11,0.79,0.88,"AA"
"UBC 321",251.906,-44.536,0.368,-1.556,-3.117,"UCC G340.6+00.3a",73,3.5,251.911,-44.534,0.399,-1.535,-3.125,-18.395,16,0.76,1.0,"AA"
"MWSC 4410",274.26206,-53.69144,"nan","nan","nan","UCC G340.6-16.7",55,5.2,274.272,-53.702,0.23,-1.754,-7.537,-69.352,3,0.53,0.38,"BC"
"NGC 6192;Melotte 149;Collinder 309;OCL 988;VDBH 194;vdBergh-Hagen 194;ESO 277 03;MWSC 2440",250.077,-43.355,0.571,1.653,-0.188,"UCC G340.6+02.1",1240,6.9,250.072,-43.354,0.584,1.622,-0.211,-6.888,54,1.0,0.8,"AA"
"Ryu 3",249.68006,-43.09368,"nan","nan","nan","UCC G340.6+02.5",158,3.2,249.682,-43.093,0.299,-3.225,-4.085,6.914,1,0.77,0.32,"AC"
"HSC 2825",262.47756,-49.79497,1.224,-0.185,0.182,"UCC G340.6-08.5",0,10.6,262.503,-49.793,1.214,-0.13,0.273,-28.172,3,0.71,0.3,"BC"
"NGC 6216;Melotte 152;Collinder 314;OCL 989;VDBH 199;vdBergh-Hagen 199;ESO 277 14;MWSC 2469",252.335,-44.721,0.367,-1.272,-2.546,"UCC G340.6+00.0",486,4.5,252.331,-44.728,0.394,-1.324,-2.542,-30.969,12,1.0,0.98,"AA"
"NGC 6250;Collinder 320;OCL 991;VDBH 206;vdBergh-Hagen 206;ESO 277 20;MWSC 2500",254.497,-45.951,0.988,0.454,-2.379,"UCC G340.6-01.9",208,9.7,254.491,-45.951,1.007,0.401,-2.395,-18.895,28,1.0,0.65,"AB"
"HSC 2826",247.78444,-41.77629,0.395,0.387,-9.075,"UCC G340.6+04.4",89,8.8,247.773,-41.74,0.416,0.158,-8.883,-52.101,6,0.9,0.21,"AD"
"FSR 1740;MWSC 2707",267.32204,-51.53131,"nan","nan","nan","UCC G340.7-12.0",0,2.8,267.304,-51.536,0.248,-4.086,-5.673,"nan",0,0.4,0.29,"CC"
"NGC 6124;Melotte 145;Collinder 301;OCL 990;ESO 331 03;MWSC 2403",246.332,-40.661,1.557,-0.203,-2.094,"UCC G340.7+06.0",2008,21.5,246.322,-40.652,1.592,-0.235,-2.107,-22.014,502,1.0,0.94,"AA"
"HSC 2827",250.7633,-43.62523,0.852,1.511,-3.005,"UCC G340.7+01.5",39,16.0,250.726,-43.644,0.82,1.475,-2.999,-20.33,5,0.96,0.52,"AB"
"DBSB 106",253.59,-45.298,"nan","nan","nan","UCC G340.7-01.0",0,4.0,253.605,-45.294,0.502,-3.257,-3.884,-24.884,2,0.64,0.21,"BD"
"NGC 6222;MWSC 2472",252.61447,-44.73082,"nan","nan","nan","UCC G340.7-00.1",41,7.1,252.523,-44.73,0.4,-1.433,-2.628,-48.473,4,0.13,0.71,"DB"
"HSC 2829",255.25322,-46.18254,0.991,-0.646,-2.915,"UCC G340.8-02.4",27,12.1,255.227,-46.24,0.997,-0.67,-3.053,-7.111,2,0.49,0.51,"CB"
"Ryu 346",255.906,-46.47956,"nan","nan","nan","UCC G340.8-03.0",39,1.8,255.918,-46.478,-0.055,-3.034,-4.753,18.861,1,0.3,0.32,"CC"
"HSC 2830",253.29182,-45.03599,0.369,-0.502,-2.584,"UCC G340.8-00.7",28,2.9,253.305,-45.029,0.366,-0.496,-2.577,-1.745,7,0.45,0.91,"CA"
"Ryu 347",250.18726,-43.12855,"nan","nan","nan","UCC G340.8+02.2",57,1.8,250.19,-43.137,0.108,-4.231,-5.225,"nan",0,0.9,0.31,"AC"
"Lynga 14;OCL 992;ESO 277 18;MWSC 2484",253.764,-45.239,0.308,-0.336,-1.977,"UCC G340.9-01.0",25,4.3,253.773,-45.165,0.367,-0.403,-1.949,"nan",0,0.14,0.81,"DA"
"OC 0670",253.7526,-45.22543,0.365,-0.404,-2.001,"UCC G340.9-01.0a",53,3.8,253.762,-45.24,0.368,-0.425,-2.007,"nan",0,0.47,0.92,"CA"
"Ryu 348",252.25921,-44.28578,"nan","nan","nan","UCC G340.9+00.3",60,2.2,252.254,-44.288,0.385,-1.23,-2.569,-24.615,4,0.25,0.32,"DC"
"Ryu 350",255.1088,-45.9017,"nan","nan","nan","UCC G340.9-02.2",34,1.7,255.109,-45.909,0.243,-2.472,-4.317,-109.906,2,0.27,0.26,"CC"
"HSC 2831",238.68145,-33.86614,0.386,-0.56,-1.992,"UCC G341.0+15.1",38,12.5,238.691,-33.806,0.384,-0.527,-1.976,15.567,2,0.26,0.44,"CC"
"UBC 1559",252.88,-44.51,0.41,-0.61,-2.52,"UCC G341.0-00.1",45,7.6,252.846,-44.487,0.398,-0.594,-2.535,-82.917,2,0.66,0.98,"BA"
"MWSC 5292",231.79936,-26.48548,"nan","nan","nan","UCC G341.1+24.5",0,4.8,231.83,-26.494,0.293,-5.232,-3.403,"nan",0,0.09,0.27,"DC"
"VDBH 200;vdBergh-Hagen 200;ESO 277 15;MWSC 2471;BH 200",252.484,-44.182,0.406,-0.025,-1.132,"UCC G341.1+00.2",160,3.3,252.483,-44.183,0.399,-0.049,-1.159,9.587,2,1.0,0.89,"AA"
"Ryu 78",248.78359,-41.79692,"nan","nan","nan","UCC G341.1+03.8",86,3.0,248.774,-41.812,0.071,-4.664,-5.129,-16.795,2,0.88,0.41,"AC"
"OC 0671",252.49876,-44.15522,0.527,-0.138,-1.191,"UCC G341.1+00.2a",68,2.7,252.483,-44.189,0.445,-0.127,-1.199,40.228,2,0.89,1.0,"AA"
"UBC 670",253.093,-44.432,0.497,0.293,-1.092,"UCC G341.2-00.2",6,8.6,253.087,-44.408,0.545,0.282,-1.077,-13.078,1,0.37,0.61,"CB"
"CWNU 2153",261.69463,-48.74465,0.463,0.005,-1.635,"UCC G341.2-07.5",0,4.0,261.726,-48.748,0.443,0.011,-1.66,-11.775,3,0.45,0.34,"CC"
"HSC 2832",256.3586,-46.11479,0.937,-0.883,-2.356,"UCC G341.3-03.0",21,10.9,256.442,-46.157,0.972,-0.86,-2.375,-11.809,7,0.59,0.63,"BB"
"FoF 1620",252.9863,-44.2328,0.328,-1.342,-1.113,"UCC G341.3+00.0",65,3.2,252.958,-44.232,0.337,-1.225,-1.169,-62.556,6,1.0,0.71,"AB"
"LS 403;La Serena 403",251.08354,-43.06308,"nan","nan","nan","UCC G341.3+01.7",13,5.5,251.156,-43.082,0.227,-2.432,-3.616,-73.204,6,0.39,0.54,"CB"
"ESO 229 02",269.918,-51.695,"nan","nan","nan","UCC G341.3-13.5",54,6.1,269.902,-51.702,0.146,-2.521,-5.312,-78.58,4,0.27,0.46,"CC"
"HSC 2833",252.99437,-44.22069,0.354,-1.336,-1.213,"UCC G341.3+00.0a",96,3.6,252.987,-44.237,0.342,-1.289,-1.231,-63.577,13,1.0,0.81,"AA"
"MWSC 5279",227.90076,-21.4276,"nan","nan","nan","UCC G341.4+30.7",0,6.1,227.882,-21.451,0.233,-4.415,-3.206,"nan",0,0.4,0.3,"CC"
"CWNU 2100",252.38203,-43.74276,0.315,-2.104,-3.436,"UCC G341.4+00.6",32,8.3,252.371,-43.705,0.315,-2.111,-3.439,-51.909,9,0.85,0.53,"AB"
"CWNU 2481",252.68957,-43.80688,0.392,0.554,-2.362,"UCC G341.5+00.4",33,7.3,252.677,-43.798,0.395,0.559,-2.377,-30.015,1,0.13,0.79,"DA"
"NGC 6249;Collinder 319;OCL 994;ESO 277 19;MWSC 2499",254.445,-44.815,0.788,1.73,-3.428,"UCC G341.5-01.2",212,9.7,254.451,-44.812,0.818,1.63,-3.395,-18.409,13,1.0,0.56,"AB"
"Ryu 353",258.09473,-46.70241,"nan","nan","nan","UCC G341.5-04.3",36,1.8,258.099,-46.711,0.203,-3.148,-5.253,-66.852,2,0.46,0.25,"CC"
"Ryu 352",248.35568,-40.9483,"nan","nan","nan","UCC G341.5+04.7",135,2.5,248.357,-40.946,0.112,-4.254,-5.149,-105.826,6,0.96,0.31,"AC"
"Ryu 79",258.0678,-46.67675,"nan","nan","nan","UCC G341.5-04.3a",45,1.5,258.082,-46.68,0.172,-3.205,-4.039,-70.14,4,0.55,0.27,"BC"
"Lynga 13",252.232,-43.428,"nan","nan","nan","UCC G341.6+00.9",0,2.0,252.236,-43.419,0.316,-1.303,-2.638,-56.278,1,0.52,0.39,"BC"
"Ryu 5",251.63567,-43.05347,"nan","nan","nan","UCC G341.6+01.4",51,2.2,251.621,-43.056,0.262,-2.281,-3.632,-27.495,2,0.55,0.4,"BC"
"HSC 2836",257.3058,-46.20288,0.879,1.943,-3.995,"UCC G341.6-03.6",0,6.2,257.31,-46.177,0.868,1.86,-3.984,-17.113,1,0.35,0.34,"CC"
"Ryu 354",255.89563,-45.30425,"nan","nan","nan","UCC G341.7-02.3",0,1.4,255.9,-45.299,0.117,-2.205,-3.456,"nan",0,0.09,0.27,"DC"
"HSC 2854",255.4229,-45.02413,1.993,-5.689,-6.156,"UCC G341.8-01.8",12,31.8,255.601,-45.034,1.884,-5.777,-6.196,2.075,3,0.15,0.31,"DC"
"HSC 2837",255.03611,-44.7296,0.432,-0.495,-0.555,"UCC G341.8-01.4",0,2.7,255.039,-44.728,0.439,-0.461,-0.571,"nan",0,0.1,0.37,"DC"
"CWNU 2516",258.72877,-46.61855,0.69,-0.716,-2.603,"UCC G341.9-04.6",27,7.6,258.743,-46.587,0.672,-0.706,-2.605,-40.984,3,0.91,0.71,"AB"
"CWNU 2439",253.71849,-43.86524,0.609,-1.878,-2.53,"UCC G341.9-00.2",23,4.1,253.736,-43.826,0.602,-1.895,-2.542,"nan",0,0.21,0.73,"DB"
"NGC 6259;Melotte 158;Collinder 322;OCL 996;VDBH 209;vdBergh-Hagen 209;ESO 277 22;MWSC 2511",255.195,-44.678,0.408,-1.015,-2.892,"UCC G341.9-01.5",704,5.6,255.189,-44.675,0.419,-1.042,-2.909,-34.46,34,1.0,1.0,"AA"
"OC 0672",255.17509,-44.66548,0.53,-1.058,-2.913,"UCC G341.9-01.5a",425,6.1,255.17,-44.684,0.431,-1.13,-2.95,-33.906,30,1.0,1.0,"AA"
"Ryu 356",254.3511,-44.14242,"nan","nan","nan","UCC G342.0-00.7",40,2.9,254.34,-44.134,0.467,-2.536,-3.554,-0.947,1,0.17,0.34,"DC"
"DBSB 175",253.148,-43.396,"nan","nan","nan","UCC G342.0+00.4",32,7.4,253.082,-43.41,0.41,-1.871,-3.218,-36.885,2,0.18,0.41,"DC"
